OpenML ID,N(feature),N(sample),All boolean?,Half Boolean?,ChEMBL ID,File name
26615,64,218,False,False,3921,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3921
26616,268,17,False,False,3063,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3063
26617,43,399,False,False,5903,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5903
26618,51,80,True,True,4524,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4524
26619,2,12,False,False,2081,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2081
26620,62,118,False,False,3368,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3368
26621,1168,44,False,False,3997,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3997
26622,1024,14,True,True,5765,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5765
26623,205,40,True,True,2021745,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2021745
26624,28,728,False,False,4093,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4093
26625,51,318,True,True,2304404,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2304404
26626,1315,89,False,False,5072,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5072
26627,51,23,True,True,3453,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3453
26628,43,64,False,False,4736,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4736
26629,43,16,False,False,3334,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3334
26630,43,2866,False,False,318,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL318
26631,51,458,True,True,2095165,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095165
26632,231,47,False,False,3720,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3720
26633,112,20,False,False,4213,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4213
26634,1024,1045,True,True,4980,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4980
26635,139,1246,False,False,4101,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4101
26636,1024,41,True,True,5366,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5366
26637,102,93,True,True,3972,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3972
26638,1024,48,True,True,4837,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4837
26639,51,13,True,True,3809,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3809
26640,13,122,False,False,5319,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5319
26641,51,107,True,True,291,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL291
26642,1024,30,True,True,2602,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2602
26643,133,731,False,False,3501,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3501
26644,28,2230,False,False,1824,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1824
26645,30,2778,False,False,224,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL224
26646,102,42,True,True,3295,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3295
26647,51,646,True,True,2349,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2349
26648,450,89,False,False,2392,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2392
26649,43,360,False,False,315,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL315
26650,1024,23,True,True,2381,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2381
26651,15,201,False,False,3385,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3385
26652,51,726,True,True,2035,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2035
26653,720,30,False,False,1275217,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1275217
26654,205,97,True,True,5399,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5399
26655,2,12,False,False,4695,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4695
26656,51,19,True,True,2176852,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2176852
26657,43,180,False,False,1741162,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1741162
26658,2,15,False,False,2189158,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2189158
26659,2,40,False,False,3026,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3026
26660,102,26,True,True,5074,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5074
26661,69,746,False,False,5608,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5608
26662,51,116,True,True,4086,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4086
26663,1024,939,True,True,3629,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3629
26664,755,15,False,False,4707,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4707
26665,456,14,False,False,2291,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2291
26666,2,165,False,False,2007628,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2007628
26667,6,42,False,False,1255139,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1255139
26668,1328,536,False,False,4649,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4649
26669,69,810,False,False,4674,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4674
26670,51,700,True,True,3402,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3402
26671,43,1024,False,False,4793,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4793
26672,1249,74,False,False,4720,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4720
26673,51,30,True,True,5867,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5867
26674,30,862,False,False,3553,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3553
26675,1024,42,True,True,6068,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6068
26676,102,639,True,True,2426,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2426
26677,51,33,True,True,4010,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4010
26678,43,346,False,False,1293222,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293222
26679,377,61,False,False,4114,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4114
26680,1339,338,False,False,3524,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3524
26681,51,33,True,True,5000,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5000
26682,1040,15,False,False,4466,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4466
26683,28,314,False,False,4336,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4336
26684,2,10,False,False,1075162,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075162
26685,43,63,False,False,6154,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6154
26686,1024,133,True,True,5575,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5575
26687,2,63,False,False,6154,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6154
26688,43,269,False,False,3816,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3816
26689,205,2604,True,True,220,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL220
26690,219,10,False,False,1075277,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075277
26691,11,354,False,False,3559,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3559
26692,1024,20,True,True,1671610,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1671610
26693,102,214,True,True,3771,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3771
26694,1126,33,False,False,4760,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4760
26695,492,64,False,False,1795117,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795117
26696,1024,406,True,True,2858,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2858
26697,1024,14,True,True,2987,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2987
26698,1238,138,False,False,5480,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5480
26699,43,31,False,False,3255,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3255
26700,67,209,False,False,1075145,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075145
26701,256,2872,True,True,259,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL259
26702,1306,182,False,False,4802,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4802
26703,102,66,True,True,2063,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2063
26704,1197,54,False,False,2659,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2659
26705,51,87,True,True,2095205,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2095205
26706,4,13,False,False,4022,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4022
26707,666,47,True,True,3720,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3720
26708,102,692,True,True,319,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL319
26709,1390,665,False,False,2821,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2821
26710,1334,396,False,False,3746,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3746
26711,1024,90,True,True,4487,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4487
26712,344,22,False,False,1938227,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1938227
26713,1171,15,False,False,5731,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5731
26714,2,110,False,False,2536,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2536
26715,2,20,False,False,1989,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1989
26716,43,209,False,False,1075145,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075145
26717,325,88,False,False,5320,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5320
26718,1148,63,False,False,3541,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3541
26719,43,44,False,False,277,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL277
26720,22,676,False,False,4375,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4375
26721,1024,1408,True,True,1293286,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293286
26722,1172,34,False,False,1075269,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075269
26723,1299,82,False,False,5550,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5550
26724,2,26,False,False,3275,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3275
26725,358,31,True,True,3186,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3186
26726,1302,235,False,False,2318,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2318
26727,1378,622,False,False,4237,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4237
26728,62,104,False,False,1940,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1940
26729,1024,1002,True,True,3286,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3286
26730,43,1246,False,False,4101,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4101
26731,43,75,False,False,1163120,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1163120
26732,69,646,False,False,3829,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3829
26733,4,72,False,False,1908386,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1908386
26734,1024,85,True,True,4246,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4246
26735,1324,600,False,False,4429,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4429
26736,1132,39,False,False,2633,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2633
26737,1024,20,True,True,1989,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1989
26738,154,683,True,True,1985,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1985
26739,1024,21,True,True,6078,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6078
26740,66,452,False,False,3820,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3820
26741,1191,10,False,False,1255124,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1255124
26742,43,1042,False,False,2534,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2534
26743,1024,45,True,True,3381,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3381
26744,51,15,True,True,1743319,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1743319
26745,1390,1027,False,False,2793,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2793
26746,277,42,False,False,1075261,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075261
26747,43,135,False,False,5203,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5203
26748,205,19,True,True,2278,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2278
26749,278,2778,False,False,224,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL224
26750,1108,14,False,False,5848,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5848
26751,51,60,True,True,3516,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3516
26752,1024,168,True,True,5785,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5785
26753,51,12,True,True,1628461,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1628461
26754,1024,1515,True,True,1978,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1978
26755,1296,73,False,False,1163104,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1163104
26756,43,69,False,False,2818,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2818
26757,13,443,False,False,1825,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1825
26758,43,479,False,False,1878,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1878
26759,102,1107,True,True,2695,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2695
26760,28,774,False,False,3884,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3884
26761,9,44,False,False,4844,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4844
26762,51,129,True,True,2708,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2708
26763,1228,74,False,False,4503,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4503
26764,1326,168,False,False,4780,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4780
26765,354,2243,False,False,4282,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4282
26766,1024,42,True,True,2034805,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2034805
26767,69,670,False,False,5683,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5683
26768,1306,174,False,False,1918,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1918
26769,154,536,True,True,4649,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4649
26770,43,72,False,False,1795192,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795192
26771,60,16,False,False,1795118,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795118
26772,1123,14,False,False,6012,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6012
26773,2,18,False,False,3285,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3285
26774,43,533,False,False,5498,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5498
26775,4,11,False,False,3852,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3852
26776,64,206,False,False,4767,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4767
26777,2,11,False,False,4253,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4253
26778,1238,85,False,False,5493,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5493
26779,2,43,False,False,4271,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4271
26780,2,84,False,False,4542,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4542
26781,1101,13,False,False,2986,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2986
26782,2,13,False,False,1075267,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075267
26783,1024,79,True,True,5701,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5701
26784,154,119,True,True,4564,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4564
26785,2,28,False,False,2539,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2539
26786,51,19,True,True,6020,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6020
26787,102,44,True,True,4844,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4844
26788,11,212,False,False,3201,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3201
26789,1024,42,True,True,2052038,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2052038
26790,614,13,True,True,3404,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3404
26791,2,35,False,False,6088,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6088
26792,1428,4442,False,False,243,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL243
26793,580,78,False,False,6056,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6056
26794,1125,20,False,False,4213,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4213
26795,43,944,False,False,4302,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4302
26796,260,86,False,False,4355,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4355
26797,43,83,False,False,2676,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2676
26798,1174,27,False,False,5805,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5805
26799,6,47,False,False,1255150,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1255150
26800,1065,14,False,False,2750,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2750
26801,43,71,False,False,5360,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5360
26802,51,97,True,True,4367,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4367
26803,43,130,False,False,1293303,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293303
26804,1024,1457,True,True,4361,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4361
26805,155,12,False,False,2217,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2217
26806,1127,20,False,False,3774,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3774
26807,256,1648,True,True,322,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL322
26808,1028,10,False,False,4149,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4149
26809,9,93,False,False,3236,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3236
26810,43,10,False,False,1744528,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1744528
26811,43,99,False,False,5754,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5754
26812,1024,165,True,True,2461,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2461
26813,676,11,False,False,3681,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3681
26814,761,21,False,False,6078,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6078
26815,1024,19,True,True,1287625,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1287625
26816,205,42,True,True,2094133,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2094133
26817,43,898,False,False,2243,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2243
26818,62,152,False,False,3122,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3122
26819,43,266,False,False,4899,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4899
26820,1024,11,True,True,1075310,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075310
26821,51,756,True,True,2742,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2742
26822,9,494,False,False,2889,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2889
26823,1024,1480,True,True,3231,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3231
26824,173,40,False,False,2021745,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2021745
26825,1209,12,False,False,1667678,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1667678
26826,43,128,False,False,2146303,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2146303
26827,43,209,False,False,2470,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2470
26828,1024,1608,True,True,1844,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1844
26829,154,43,True,True,2046264,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2046264
26830,1032,15,False,False,5676,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5676
26831,1024,52,True,True,1921664,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1921664
26832,51,102,True,True,3337,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3337
26833,43,45,False,False,1935,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1935
26834,136,1119,False,False,3130,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3130
26835,210,4156,False,False,228,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL228
26836,51,79,True,True,5659,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5659
26837,1192,15,False,False,1832,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1832
26838,43,143,False,False,3392,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3392
26839,43,48,False,False,6172,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6172
26840,43,101,False,False,3349,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3349
26841,43,81,False,False,5519,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5519
26842,1159,20,False,False,1795168,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1795168
26843,1379,789,False,False,3009,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3009
26844,43,22,False,False,1741170,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1741170
26845,626,17,False,False,2890,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2890
26846,273,10,False,False,2473,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2473
26847,69,625,False,False,4895,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4895
26848,2,26,False,False,3896,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3896
26849,4,16,False,False,3618,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3618
26850,43,23,False,False,2847,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2847
26851,58,20,False,False,2376,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2376
26852,115,45,False,False,3195,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3195
26853,1153,45,False,False,3195,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3195
26854,709,18,False,False,3288,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3288
26855,1024,108,True,True,5398,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5398
26856,43,116,False,False,3656,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3656
26857,1024,11,True,True,1293257,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293257
26858,28,2998,False,False,4822,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4822
26859,4,60,False,False,5129,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5129
26860,1024,47,True,True,3878,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3878
26861,54,23,False,False,5906,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5906
26862,70,2256,False,False,255,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL255
26863,69,747,False,False,4576,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4576
26864,1024,11,True,True,4879,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4879
26865,43,63,False,False,4605,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4605
26866,2,16,False,False,1872,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1872
26867,1024,636,True,True,4975,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4975
26868,51,12,True,True,5042,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5042
26869,102,56,True,True,3335,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3335
26870,43,469,False,False,4077,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4077
26871,1024,143,True,True,2157,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2157
26872,1329,422,False,False,4321,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4321
26873,1209,27,False,False,3477,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3477
26874,1071,35,False,False,2368,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2368
26875,1024,175,True,True,5160,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5160
26876,43,22,False,False,4734,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4734
26877,1086,14,False,False,3277,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3277
26878,1024,33,True,True,6109,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6109
26879,1341,326,False,False,3004,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3004
26880,67,1265,False,False,281,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL281
26881,51,79,True,True,5258,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5258
26882,2,84,False,False,4574,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4574
26883,43,64,False,False,2548,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2548
26884,205,2243,True,True,4282,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4282
26885,2,16,False,False,4096,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4096
26886,1024,100,True,True,5662,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5662
26887,1041,22,False,False,1293200,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1293200
26888,2,27,False,False,1667668,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1667668
26889,43,16,False,False,5092,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5092
26890,1024,79,True,True,4702,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4702
26891,1024,276,True,True,6002,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL6002
26892,1253,188,False,False,4430,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4430
26893,1353,248,False,False,3314,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3314
26894,1024,32,True,True,5465,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5465
26895,2,75,False,False,5476,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5476
26896,1375,471,False,False,5408,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5408
26897,1177,35,False,False,1075021,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075021
26898,54,14,False,False,1075127,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL1075127
26899,51,202,True,True,4016,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL4016
26900,43,35,False,False,3383,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3383
26901,43,1487,False,False,2842,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2842
26902,51,173,True,True,3687,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL3687
26903,1085,13,False,False,2931,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2931
26904,51,709,True,True,5518,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5518
26905,165,12,False,False,2340,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL2340
26906,1024,17,True,True,5549,QSAR-DATASET-FOR-DRUG-TARGET-CHEMBL5549
