,Unnamed: 0,File directory,File name,Dimension(filtered),N(sample),N(filtered feature),Repetition Rate,File directory(CEB server/Iris)
454,454,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3564.csv,data_CHEMBL3564.csv,"(89, 159)",89,159,0.39325842696629215,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3564.csv
455,455,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3570.csv,data_CHEMBL3570.csv,"(32, 51)",32,51,0.0625,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3570.csv
456,456,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5667.csv,data_CHEMBL5667.csv,"(79, 431)",79,431,0.7468354430379747,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5667.csv
457,457,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1741212.csv,data_CHEMBL1741212.csv,"(586, 887)",586,887,0.4948805460750853,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1741212.csv
458,458,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1697668.csv,data_CHEMBL1697668.csv,"(38, 229)",38,229,0.05263157894736842,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1697668.csv
459,459,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2120.csv,data_CHEMBL2120.csv,"(66, 127)",66,127,0.045454545454545456,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2120.csv
460,460,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2097163.csv,data_CHEMBL2097163.csv,"(35, 118)",35,118,0.05714285714285714,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2097163.csv
461,461,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5129.csv,data_CHEMBL5129.csv,"(60, 171)",60,171,0.15,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5129.csv
462,462,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4237.csv,data_CHEMBL4237.csv,"(622, 881)",622,881,0.4967845659163987,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4237.csv
463,463,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2652.csv,data_CHEMBL2652.csv,"(266, 497)",266,497,0.13909774436090225,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2652.csv
464,464,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4223.csv,data_CHEMBL4223.csv,"(559, 854)",559,854,0.5241502683363148,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4223.csv
465,465,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111474.csv,data_CHEMBL2111474.csv,"(77, 145)",77,145,0.38961038961038963,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111474.csv
466,466,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4235.csv,data_CHEMBL4235.csv,"(1851, 882)",1851,882,0.0189086980010805,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4235.csv
467,467,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2097161.csv,data_CHEMBL2097161.csv,"(44, 49)",44,49,0.5454545454545454,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2097161.csv
468,468,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2136.csv,data_CHEMBL2136.csv,"(38, 93)",38,93,0.34210526315789475,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2136.csv
469,469,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5659.csv,data_CHEMBL5659.csv,"(79, 431)",79,431,0.7088607594936709,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5659.csv
470,470,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3228.csv,data_CHEMBL3228.csv,"(43, 105)",43,105,0.16279069767441862,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3228.csv
471,471,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2888.csv,data_CHEMBL2888.csv,"(89, 205)",89,205,0.15730337078651685,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2888.csv
472,472,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3572.csv,data_CHEMBL3572.csv,"(801, 630)",801,630,0.033707865168539325,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3572.csv
473,473,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5103.csv,data_CHEMBL5103.csv,"(129, 266)",129,266,0.10077519379844961,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5103.csv
474,474,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2687.csv,data_CHEMBL2687.csv,"(32, 25)",32,25,0.15625,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2687.csv
475,475,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5856.csv,data_CHEMBL5856.csv,"(73, 412)",73,412,0.7808219178082192,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5856.csv
476,476,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL326.csv,data_CHEMBL326.csv,"(737, 746)",737,746,0.035278154681139755,/home/iris/PA/qsar_data_unsorted/data_CHEMBL326.csv
477,477,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1770032.csv,data_CHEMBL1770032.csv,"(35, 131)",35,131,0.02857142857142857,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1770032.csv
478,478,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL332.csv,data_CHEMBL332.csv,"(3459, 935)",3459,935,0.11592945938132408,/home/iris/PA/qsar_data_unsorted/data_CHEMBL332.csv
479,479,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2693.csv,data_CHEMBL2693.csv,"(70, 112)",70,112,0.02857142857142857,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2693.csv
480,480,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075305.csv,data_CHEMBL1075305.csv,"(36, 64)",36,64,0.08333333333333333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075305.csv
481,481,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1795096.csv,data_CHEMBL1795096.csv,"(465, 849)",465,849,0.5827956989247312,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1795096.csv
482,482,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1921664.csv,data_CHEMBL1921664.csv,"(52, 73)",52,73,0.1346153846153846,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1921664.csv
483,483,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3980.csv,data_CHEMBL3980.csv,"(81, 437)",81,437,0.7037037037037037,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3980.csv
484,484,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3994.csv,data_CHEMBL3994.csv,"(47, 94)",47,94,0.0425531914893617,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3994.csv
485,485,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094118.csv,data_CHEMBL2094118.csv,"(245, 327)",245,327,0.07755102040816327,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094118.csv
486,486,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2334.csv,data_CHEMBL2334.csv,"(1979, 978)",1979,978,0.09802930773117736,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2334.csv
487,487,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094130.csv,data_CHEMBL2094130.csv,"(553, 591)",553,591,0.05605786618444846,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094130.csv
488,488,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3764.csv,data_CHEMBL3764.csv,"(446, 428)",446,428,0.05605381165919283,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3764.csv
489,489,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094124.csv,data_CHEMBL2094124.csv,"(429, 561)",429,561,0.17016317016317017,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094124.csv
490,490,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4779.csv,data_CHEMBL4779.csv,"(143, 282)",143,282,0.055944055944055944,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4779.csv
491,491,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5467.csv,data_CHEMBL5467.csv,"(80, 431)",80,431,0.775,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5467.csv
492,492,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4792.csv,data_CHEMBL4792.csv,"(668, 790)",668,790,0.13622754491017963,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4792.csv
493,493,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3943.csv,data_CHEMBL3943.csv,"(671, 660)",671,660,0.04918032786885246,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3943.csv
494,494,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5498.csv,data_CHEMBL5498.csv,"(533, 590)",533,590,0.07129455909943715,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5498.csv
495,495,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1826.csv,data_CHEMBL1826.csv,"(33, 36)",33,36,0.15151515151515152,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1826.csv
496,496,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6191.csv,data_CHEMBL6191.csv,"(76, 423)",76,423,0.25,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6191.csv
497,497,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4625.csv,data_CHEMBL4625.csv,"(534, 687)",534,687,0.06179775280898876,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4625.csv
498,498,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1985.csv,data_CHEMBL1985.csv,"(683, 604)",683,604,0.02635431918008785,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1985.csv
499,499,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6032.csv,data_CHEMBL6032.csv,"(69, 141)",69,141,0.13043478260869565,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6032.csv
500,500,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4143.csv,data_CHEMBL4143.csv,"(1159, 994)",1159,994,0.2088006902502157,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4143.csv
501,501,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3638.csv,data_CHEMBL3638.csv,"(48, 45)",48,45,0.020833333333333332,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3638.csv
502,502,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2526.csv,data_CHEMBL2526.csv,"(125, 191)",125,191,0.16,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2526.csv
503,503,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1991.csv,data_CHEMBL1991.csv,"(1266, 938)",1266,938,0.1769352290679305,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1991.csv
504,504,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4631.csv,data_CHEMBL4631.csv,"(297, 376)",297,376,0.10437710437710437,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4631.csv
505,505,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1741172.csv,data_CHEMBL1741172.csv,"(99, 385)",99,385,0.030303030303030304,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1741172.csv
506,506,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4619.csv,data_CHEMBL4619.csv,"(54, 162)",54,162,0.07407407407407407,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4619.csv
507,507,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3176.csv,data_CHEMBL3176.csv,"(137, 382)",137,382,0.24817518248175183,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3176.csv
508,508,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5261.csv,data_CHEMBL5261.csv,"(929, 952)",929,952,0.37244348762109797,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5261.csv
509,509,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3604.csv,data_CHEMBL3604.csv,"(85, 162)",85,162,0.09411764705882353,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3604.csv
510,510,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5275.csv,data_CHEMBL5275.csv,"(80, 435)",80,435,0.9125,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5275.csv
511,511,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1946.csv,data_CHEMBL1946.csv,"(712, 480)",712,480,0.021067415730337078,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1946.csv
512,512,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3189.csv,data_CHEMBL3189.csv,"(53, 103)",53,103,0.05660377358490566,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3189.csv
513,513,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3837.csv,data_CHEMBL3837.csv,"(1748, 916)",1748,916,0.13558352402745996,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3837.csv
514,514,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293228.csv,data_CHEMBL1293228.csv,"(2991, 1021)",2991,1021,0.018722835172183216,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293228.csv
515,515,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2304404.csv,data_CHEMBL2304404.csv,"(318, 400)",318,400,0.050314465408805034,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2304404.csv
516,516,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2283.csv,data_CHEMBL2283.csv,"(33, 55)",33,55,0.06060606060606061,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2283.csv
517,517,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1952.csv,data_CHEMBL1952.csv,"(559, 562)",559,562,0.01073345259391771,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1952.csv
518,518,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4802.csv,data_CHEMBL4802.csv,"(182, 272)",182,272,0.23076923076923078,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4802.csv
519,519,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096684.csv,data_CHEMBL2096684.csv,"(210, 297)",210,297,0.12380952380952381,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096684.csv
520,520,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4816.csv,data_CHEMBL4816.csv,"(1070, 954)",1070,954,0.6177570093457944,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4816.csv
521,521,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095164.csv,data_CHEMBL2095164.csv,"(470, 562)",470,562,0.0574468085106383,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095164.csv
522,522,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3348.csv,data_CHEMBL3348.csv,"(60, 45)",60,45,0.25,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3348.csv
523,523,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4427.csv,data_CHEMBL4427.csv,"(577, 624)",577,624,0.1265164644714038,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4427.csv
524,524,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL291.csv,data_CHEMBL291.csv,"(107, 290)",107,290,0.07476635514018691,/home/iris/PA/qsar_data_unsorted/data_CHEMBL291.csv
525,525,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2056.csv,data_CHEMBL2056.csv,"(895, 792)",895,792,0.16312849162011173,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2056.csv
526,526,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL285.csv,data_CHEMBL285.csv,"(721, 629)",721,629,0.03744798890429958,/home/iris/PA/qsar_data_unsorted/data_CHEMBL285.csv
527,527,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4355.csv,data_CHEMBL4355.csv,"(86, 456)",86,456,0.4069767441860465,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4355.csv
528,528,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095158.csv,data_CHEMBL2095158.csv,"(175, 402)",175,402,0.09714285714285714,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095158.csv
529,529,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3412.csv,data_CHEMBL3412.csv,"(31, 63)",31,63,0.12903225806451613,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3412.csv
530,530,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3374.csv,data_CHEMBL3374.csv,"(301, 429)",301,429,0.0664451827242525,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3374.csv
531,531,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5705.csv,data_CHEMBL5705.csv,"(61, 128)",61,128,0.03278688524590164,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5705.csv
532,532,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2146300.csv,data_CHEMBL2146300.csv,"(31, 137)",31,137,0.5483870967741935,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2146300.csv
533,533,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3360.csv,data_CHEMBL3360.csv,"(344, 516)",344,516,0.09011627906976744,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3360.csv
534,534,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1795135.csv,data_CHEMBL1795135.csv,"(74, 115)",74,115,0.28378378378378377,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1795135.csv
535,535,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5077.csv,data_CHEMBL5077.csv,"(413, 450)",413,450,0.1016949152542373,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5077.csv
536,536,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL252.csv,data_CHEMBL252.csv,"(1487, 787)",1487,787,0.0242098184263618,/home/iris/PA/qsar_data_unsorted/data_CHEMBL252.csv
537,537,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5936.csv,data_CHEMBL5936.csv,"(163, 272)",163,272,0.012269938650306749,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5936.csv
538,538,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1908382.csv,data_CHEMBL1908382.csv,"(72, 409)",72,409,0.7916666666666666,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1908382.csv
539,539,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2903.csv,data_CHEMBL2903.csv,"(246, 416)",246,416,0.18699186991869918,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2903.csv
540,540,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2902.csv,data_CHEMBL2902.csv,"(267, 308)",267,308,0.0149812734082397,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2902.csv
541,541,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2916.csv,data_CHEMBL2916.csv,"(577, 545)",577,545,0.05719237435008666,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2916.csv
542,542,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1908383.csv,data_CHEMBL1908383.csv,"(72, 409)",72,409,0.8333333333333334,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1908383.csv
543,543,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL247.csv,data_CHEMBL247.csv,"(2465, 965)",2465,965,0.06977687626774848,/home/iris/PA/qsar_data_unsorted/data_CHEMBL247.csv
544,544,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4383.csv,data_CHEMBL4383.csv,"(122, 169)",122,169,0.02459016393442623,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4383.csv
545,545,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL253.csv,data_CHEMBL253.csv,"(4332, 993)",4332,993,0.07317636195752539,/home/iris/PA/qsar_data_unsorted/data_CHEMBL253.csv
546,546,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2010635.csv,data_CHEMBL2010635.csv,"(43, 79)",43,79,0.09302325581395349,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2010635.csv
547,547,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3361.csv,data_CHEMBL3361.csv,"(114, 178)",114,178,0.02631578947368421,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3361.csv
548,548,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1275223.csv,data_CHEMBL1275223.csv,"(50, 155)",50,155,0.62,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1275223.csv
549,549,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094253.csv,data_CHEMBL2094253.csv,"(113, 221)",113,221,0.22123893805309736,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094253.csv
550,550,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5076.csv,data_CHEMBL5076.csv,"(561, 527)",561,527,0.0213903743315508,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5076.csv
551,551,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3413.csv,data_CHEMBL3413.csv,"(34, 23)",34,23,0.14705882352941177,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3413.csv
552,552,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5062.csv,data_CHEMBL5062.csv,"(60, 171)",60,171,0.03333333333333333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5062.csv
553,553,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095159.csv,data_CHEMBL2095159.csv,"(332, 456)",332,456,0.23493975903614459,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095159.csv
554,554,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5704.csv,data_CHEMBL5704.csv,"(126, 185)",126,185,0.15873015873015872,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5704.csv
555,555,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL284.csv,data_CHEMBL284.csv,"(3429, 951)",3429,951,0.04257801108194809,/home/iris/PA/qsar_data_unsorted/data_CHEMBL284.csv
556,556,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4354.csv,data_CHEMBL4354.csv,"(1541, 813)",1541,813,0.07073329007138222,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4354.csv
557,557,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095171.csv,data_CHEMBL2095171.csv,"(145, 249)",145,249,0.07586206896551724,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095171.csv
558,558,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095165.csv,data_CHEMBL2095165.csv,"(458, 770)",458,770,0.3165938864628821,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095165.csv
559,559,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL290.csv,data_CHEMBL290.csv,"(104, 225)",104,225,0.057692307692307696,/home/iris/PA/qsar_data_unsorted/data_CHEMBL290.csv
560,560,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4426.csv,data_CHEMBL4426.csv,"(449, 862)",449,862,0.028953229398663696,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4426.csv
